time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220728:1030,0.0,26.72,0.98,8.21,17.82,1.93,0.0
20220728:1130,33.61,59.0,4.52,18.59,18.68,1.66,0.0
20220728:1230,206.46,74.34,10.34,29.26,20.05,1.52,0.0
20220728:1330,343.85,109.11,14.21,39.86,22.34,1.93,0.0
20220728:1430,279.84,124.88,11.94,49.9,23.85,2.28,0.0
20220728:1530,302.49,211.17,14.81,58.47,24.2,2.28,0.0
20220728:1630,307.3,241.64,15.71,63.8,25.5,2.97,0.0
20220728:1730,190.99,249.03,13.03,63.72,26.27,2.9,0.0
20220728:1830,435.86,188.42,17.65,58.27,26.35,2.9,0.0
20220728:1930,303.33,184.94,14.42,49.63,27.94,3.24,0.0
20220728:2030,78.05,204.58,9.14,39.57,27.58,2.83,0.0
20220728:2130,55.73,150.64,7.14,28.96,26.55,2.0,0.0
20220728:2230,10.95,77.05,3.46,18.3,25.96,1.86,0.0
20220728:2330,0.0,22.62,0.83,7.93,24.94,1.93,0.0
20220729:0030,0.0,0.0,0.0,-2.0,22.72,1.93,0.0
20220729:0130,0.0,0.0,0.0,0.0,21.81,1.38,0.0
20220729:0230,0.0,0.0,0.0,0.0,20.96,1.79,0.0
20220729:0330,0.0,0.0,0.0,0.0,20.33,1.93,0.0
20220729:0430,0.0,0.0,0.0,0.0,19.89,1.93,0.0
20220729:0530,0.0,0.0,0.0,0.0,19.5,1.86,0.0
20220729:0630,0.0,0.0,0.0,0.0,19.15,1.86,0.0
20220729:0730,0.0,0.0,0.0,0.0,19.02,1.86,0.0
20220729:0830,0.0,0.0,0.0,0.0,18.76,1.86,0.0
20220729:0930,0.0,0.0,0.0,-1.74,18.6,1.72,0.0
20220729:1030,0.0,27.03,0.99,8.05,18.38,1.59,0.0
20220729:1130,70.75,49.21,6.96,18.44,18.98,1.17,0.0
20220729:1230,262.49,76.82,12.52,29.11,20.53,1.31,0.0
20220729:1330,454.04,95.82,17.2,39.7,21.7,1.93,0.0
20220729:1430,548.77,109.02,19.04,49.73,22.69,2.55,0.0
20220729:1530,579.78,146.22,20.24,58.27,23.36,2.76,0.0
20220729:1630,638.54,171.48,22.21,63.58,24.13,3.17,0.0
20220729:1730,701.55,166.19,23.74,63.49,24.89,3.31,0.0
20220729:1830,294.1,267.19,16.25,58.06,25.45,3.38,0.0
20220729:1930,332.96,211.45,15.98,49.46,24.72,3.24,0.0
20220729:2030,318.37,156.88,14.84,39.41,24.84,2.76,0.0
20220729:2130,194.11,82.65,10.15,28.81,24.89,2.41,0.0
20220729:2230,46.72,52.34,5.41,18.15,24.34,1.59,0.0
20220729:2330,0.0,22.23,0.82,7.77,23.47,1.31,0.0
20220730:0030,0.0,0.0,0.0,-2.19,22.59,1.38,0.0
20220730:0130,0.0,0.0,0.0,0.0,21.22,1.24,0.0
20220730:0230,0.0,0.0,0.0,0.0,19.93,1.24,0.0
20220730:0330,0.0,0.0,0.0,0.0,19.85,1.66,0.0
20220730:0430,0.0,0.0,0.0,0.0,19.28,1.86,0.0
20220730:0530,0.0,0.0,0.0,0.0,18.55,1.93,0.0
20220730:0630,0.0,0.0,0.0,0.0,18.1,1.79,0.0
20220730:0730,0.0,0.0,0.0,0.0,18.06,1.72,0.0
20220730:0830,0.0,0.0,0.0,0.0,17.17,1.72,0.0
20220730:0930,0.0,0.0,0.0,-1.91,16.75,1.72,0.0
20220730:1030,0.0,26.6,0.98,7.89,16.06,1.52,0.0
20220730:1130,80.34,44.15,7.44,18.29,16.34,0.97,0.0
20220730:1230,235.95,78.57,11.49,28.96,19.1,1.59,0.0
20220730:1330,287.04,148.78,13.55,39.55,19.86,3.38,0.0
20220730:1430,282.74,180.24,13.62,49.55,20.29,3.52,0.0
20220730:1530,290.09,226.05,14.87,58.07,20.91,3.59,0.0
20220730:1630,389.52,234.48,17.49,63.35,21.59,3.45,0.0
20220730:1730,195.66,271.28,13.79,63.26,22.41,3.86,0.0
20220730:1830,92.43,244.42,10.47,57.86,22.28,3.45,0.0
20220730:1930,170.39,200.73,11.23,49.28,22.04,3.1,0.0
20220730:2030,164.81,159.59,10.23,39.24,22.11,3.31,0.0
20220730:2130,146.21,104.8,9.0,28.64,22.25,2.76,0.0
20220730:2230,52.41,49.58,5.72,17.98,22.03,2.14,0.0
20220730:2330,0.0,25.12,0.92,7.6,21.61,1.52,0.0
20220731:0030,0.0,0.0,0.0,-2.38,20.77,1.24,0.0
20220731:0130,0.0,0.0,0.0,0.0,19.67,0.83,0.0
20220731:0230,0.0,0.0,0.0,0.0,20.14,0.21,0.0
20220731:0330,0.0,0.0,0.0,0.0,18.48,0.83,0.0
20220731:0430,0.0,0.0,0.0,0.0,17.74,1.24,0.0
20220731:0530,0.0,0.0,0.0,0.0,17.11,1.38,0.0
20220731:0630,0.0,0.0,0.0,0.0,16.84,1.31,0.0
20220731:0730,0.0,0.0,0.0,0.0,16.34,1.45,0.0
20220731:0830,0.0,0.0,0.0,0.0,16.27,1.59,0.0
20220731:0930,0.0,0.0,0.0,-2.09,15.93,1.66,0.0
20220731:1030,0.0,25.78,0.95,7.73,15.64,1.66,0.0
20220731:1130,77.73,44.78,7.2,18.13,16.43,1.1,0.0
20220731:1230,269.92,69.37,12.41,28.8,18.88,1.1,0.0
20220731:1330,470.72,87.27,17.31,39.39,20.84,1.24,0.0
20220731:1430,637.75,102.33,21.24,49.38,22.41,1.45,0.0
20220731:1530,742.73,116.28,23.7,57.87,23.75,1.59,0.0
20220731:1630,833.79,120.4,25.87,63.11,24.91,1.59,0.0
20220731:1730,761.21,158.92,24.98,63.02,26.06,1.79,0.0
20220731:1830,477.5,255.08,20.5,57.64,26.97,2.28,0.0
20220731:1930,370.64,215.99,17.04,49.09,27.63,2.21,0.0
20220731:2030,232.75,193.89,13.28,39.07,27.98,2.21,0.0
20220731:2130,63.73,179.07,8.32,28.48,27.64,2.14,0.0
20220731:2230,10.57,112.1,4.6,17.81,26.56,1.52,0.0
20220731:2330,0.0,35.42,1.3,7.42,25.15,1.66,0.0
20220801:0030,0.0,0.0,0.0,-2.57,23.74,1.59,0.0
20220801:0130,0.0,0.0,0.0,0.0,22.57,1.1,0.0
20220801:0230,0.0,0.0,0.0,0.0,21.95,1.24,0.0
20220801:0330,0.0,0.0,0.0,0.0,21.21,1.38,0.0
20220801:0430,0.0,0.0,0.0,0.0,20.6,1.45,0.0
20220801:0530,0.0,0.0,0.0,0.0,19.96,1.45,0.0
20220801:0630,0.0,0.0,0.0,0.0,19.47,1.45,0.0
20220801:0730,0.0,0.0,0.0,0.0,18.89,1.86,0.0
20220801:0830,0.0,0.0,0.0,0.0,18.4,1.86,0.0
20220801:0930,0.0,0.0,0.0,-2.27,18.11,1.93,0.0
20220801:1030,0.0,23.56,0.87,7.56,17.96,1.86,0.0
20220801:1130,76.62,45.9,7.09,17.98,18.66,1.59,0.0
20220801:1230,272.36,67.98,12.38,28.65,20.78,1.59,0.0
20220801:1330,474.34,85.59,17.29,39.23,22.7,1.72,0.0
20220801:1430,646.27,99.59,21.32,49.2,24.48,1.66,0.0
20220801:1530,679.63,150.58,22.84,57.66,25.91,1.72,0.0
20220801:1630,683.77,152.23,22.66,62.87,26.92,1.93,0.0
20220801:1730,656.94,170.66,22.47,62.78,27.57,2.14,0.0
20220801:1830,500.63,154.99,18.2,57.43,28.4,2.41,0.0
20220801:1930,453.26,161.93,17.68,48.9,28.11,2.48,0.0
20220801:2030,413.78,98.76,15.86,38.89,28.45,2.41,0.0
20220801:2130,220.14,86.28,11.09,28.3,28.56,2.41,0.0
20220801:2230,58.44,54.38,6.29,17.64,28.04,1.86,0.0
20220801:2330,0.0,24.57,0.9,7.24,26.6,1.79,0.0
20220802:0030,0.0,0.0,0.0,-2.77,24.99,2.14,0.0
20220802:0130,0.0,0.0,0.0,0.0,23.67,2.34,0.0
20220802:0230,0.0,0.0,0.0,0.0,22.82,2.34,0.0
20220802:0330,0.0,0.0,0.0,0.0,22.19,2.34,0.0
20220802:0430,0.0,0.0,0.0,0.0,21.65,2.48,0.0
20220802:0530,0.0,0.0,0.0,0.0,21.27,2.48,0.0
20220802:0630,0.0,0.0,0.0,0.0,20.98,2.48,0.0
20220802:0730,0.0,0.0,0.0,0.0,21.02,2.14,0.0
20220802:0830,0.0,0.0,0.0,0.0,20.85,2.21,0.0
20220802:0930,0.0,0.0,0.0,-2.45,20.47,2.21,0.0
20220802:1030,0.0,21.1,0.78,7.4,20.15,2.21,0.0
20220802:1130,55.35,50.63,5.65,17.82,20.49,2.14,0.0
20220802:1230,141.39,83.65,7.95,28.49,21.81,2.28,0.0
20220802:1330,130.12,92.57,6.97,39.06,22.59,2.28,0.0
20220802:1430,201.69,136.9,10.0,49.02,22.64,2.21,0.0
20220802:1530,204.65,194.08,11.63,57.45,23.1,2.62,0.0
20220802:1630,332.48,175.09,14.17,62.63,24.16,2.55,0.0
20220802:1730,517.34,190.19,19.33,62.53,25.05,2.28,0.0
20220802:1830,542.24,146.91,19.01,57.2,26.13,2.21,0.0
20220802:1930,445.07,143.97,16.88,48.7,26.66,2.76,0.0
20220802:2030,293.15,120.78,12.76,38.71,25.72,3.03,0.0
20220802:2130,135.85,93.86,8.13,28.13,24.86,2.83,0.0
20220802:2230,27.53,40.49,3.4,17.46,24.14,2.9,0.0
20220802:2330,0.0,16.26,0.6,7.05,23.05,2.21,0.0
20220803:0030,0.0,0.0,0.0,-2.97,22.21,2.0,0.0
20220803:0130,0.0,0.0,0.0,0.0,21.31,1.86,0.0
20220803:0230,0.0,0.0,0.0,0.0,20.65,2.07,0.0
20220803:0330,0.0,0.0,0.0,0.0,19.73,2.14,0.0
20220803:0430,0.0,0.0,0.0,0.0,18.87,1.93,0.0
20220803:0530,0.0,0.0,0.0,0.0,18.2,1.72,0.0
20220803:0630,0.0,0.0,0.0,0.0,17.69,1.59,0.0
20220803:0730,0.0,0.0,0.0,0.0,16.68,1.52,0.0
20220803:0830,0.0,0.0,0.0,0.0,16.28,1.31,0.0
20220803:0930,0.0,0.0,0.0,-2.63,15.85,1.17,0.0
20220803:1030,0.0,25.27,0.93,7.23,15.36,0.69,0.0
20220803:1130,78.04,48.48,7.15,17.66,16.24,0.0,0.0
20220803:1230,286.53,66.69,12.71,28.33,17.33,0.21,0.0
20220803:1330,494.86,85.8,17.76,38.9,19.25,0.55,0.0
20220803:1430,656.58,112.48,21.79,48.84,20.93,0.83,0.0
20220803:1530,777.03,127.47,24.66,57.23,22.53,0.9,0.0
20220803:1630,863.5,119.09,26.36,62.38,24.11,0.97,0.0
20220803:1730,869.43,108.94,26.25,62.27,25.46,1.1,0.0
20220803:1830,687.91,153.42,23.0,56.97,26.56,1.38,0.0
20220803:1930,590.81,135.23,20.61,48.49,27.61,1.45,0.0
20220803:2030,339.82,158.12,15.23,38.52,28.23,1.86,0.0
20220803:2130,176.09,118.49,10.37,27.94,28.25,2.34,0.0
20220803:2230,48.91,65.89,5.91,17.27,27.8,2.0,0.0
20220803:2330,0.0,23.99,0.88,6.86,26.7,1.93,0.0
20220804:0030,0.0,0.0,0.0,-3.18,25.22,2.28,0.0
20220804:0130,0.0,0.0,0.0,0.0,24.08,2.41,0.0
20220804:0230,0.0,0.0,0.0,0.0,23.39,2.55,0.0
20220804:0330,0.0,0.0,0.0,0.0,22.64,2.62,0.0
20220804:0430,0.0,0.0,0.0,0.0,22.2,2.55,0.0
20220804:0530,0.0,0.0,0.0,0.0,21.92,2.55,0.0
20220804:0630,0.0,0.0,0.0,0.0,21.73,2.62,0.0
20220804:0730,0.0,0.0,0.0,0.0,21.47,2.97,0.0
20220804:0830,0.0,0.0,0.0,0.0,21.4,2.83,0.0
20220804:0930,0.0,0.0,0.0,-2.81,21.2,2.76,0.0
20220804:1030,0.0,37.44,1.38,7.06,20.99,2.69,0.0
20220804:1130,64.18,62.69,6.62,17.5,21.41,2.48,0.0
20220804:1230,206.53,87.65,10.35,28.17,23.09,2.07,0.0
20220804:1330,358.62,110.94,14.27,38.73,24.8,2.21,0.0
20220804:1430,639.77,99.49,20.86,48.65,26.47,2.21,0.0
20220804:1530,722.69,119.49,22.9,57.02,28.77,2.21,0.0
20220804:1630,740.67,133.87,23.42,62.12,30.21,2.21,0.0
20220804:1730,616.32,174.87,21.31,62.01,31.32,2.34,0.0
20220804:1830,258.29,134.69,11.12,56.73,29.4,2.21,0.0
20220804:1930,298.28,185.07,13.99,48.28,27.77,0.83,0.0
20220804:2030,169.87,166.12,10.42,38.32,27.99,1.03,0.0
20220804:2130,48.62,139.65,6.41,27.75,27.29,0.55,0.0
20220804:2230,25.11,69.22,4.19,17.08,26.7,0.62,0.0
20220804:2330,0.0,17.82,0.66,6.66,26.2,0.83,0.0
20220805:0030,0.0,0.0,0.0,-3.4,25.46,1.38,0.0
20220805:0130,0.0,0.0,0.0,0.0,24.71,1.52,0.0
20220805:0230,0.0,0.0,0.0,0.0,24.17,1.45,0.0
20220805:0330,0.0,0.0,0.0,0.0,23.77,1.52,0.0
20220805:0430,0.0,0.0,0.0,0.0,23.34,1.52,0.0
20220805:0530,0.0,0.0,0.0,0.0,22.96,1.38,0.0
20220805:0630,0.0,0.0,0.0,0.0,22.61,1.31,0.0
20220805:0730,0.0,0.0,0.0,0.0,22.07,1.38,0.0
20220805:0830,0.0,0.0,0.0,0.0,21.97,1.31,0.0
20220805:0930,0.0,0.0,0.0,-3.0,21.84,1.17,0.0
20220805:1030,0.0,17.01,0.63,6.89,21.75,1.03,0.0
20220805:1130,5.52,42.89,1.81,17.34,21.88,0.9,0.0
20220805:1230,9.87,86.78,3.26,28.01,22.28,0.76,0.0
20220805:1330,75.81,153.7,7.29,38.56,22.86,0.83,0.0
20220805:1430,143.8,177.72,9.66,48.47,23.63,1.03,0.0
20220805:1530,197.89,227.75,12.42,56.79,24.22,1.52,0.0
20220805:1630,159.38,283.93,13.19,61.86,24.7,1.79,0.0
20220805:1730,357.8,242.62,16.68,61.74,25.12,1.79,0.0
20220805:1830,476.13,185.24,18.17,56.49,25.75,1.79,0.0
20220805:1930,297.85,144.19,12.71,48.07,26.69,2.0,0.0
20220805:2030,316.43,93.71,12.49,38.12,26.12,2.28,0.0
20220805:2130,167.48,86.56,8.93,27.56,26.09,2.21,0.0
20220805:2230,36.55,52.14,4.41,16.88,25.67,1.86,0.0
20220805:2330,0.0,18.8,0.69,6.45,24.77,1.45,0.0
20220806:0030,0.0,0.0,0.0,-3.62,23.67,1.45,0.0
20220806:0130,0.0,0.0,0.0,0.0,22.65,1.38,0.0
20220806:0230,0.0,0.0,0.0,0.0,22.01,1.17,0.0
20220806:0330,0.0,0.0,0.0,0.0,21.49,1.24,0.0
20220806:0430,0.0,0.0,0.0,0.0,20.98,1.1,0.0
20220806:0530,0.0,0.0,0.0,0.0,20.4,0.69,0.0
20220806:0630,0.0,0.0,0.0,0.0,20.19,0.62,0.0
20220806:0730,0.0,0.0,0.0,0.0,19.19,0.9,0.0
20220806:0830,0.0,0.0,0.0,0.0,18.97,0.97,0.0
20220806:0930,0.0,0.0,0.0,-3.19,18.89,0.97,0.0
20220806:1030,0.0,23.6,0.87,6.72,18.86,1.17,0.0
20220806:1130,61.11,59.36,6.15,17.17,19.39,0.41,0.0
20220806:1230,259.98,71.72,11.64,27.85,22.23,0.41,0.0
20220806:1330,462.97,87.54,16.57,38.39,24.69,0.76,0.0
20220806:1430,614.51,107.25,20.19,48.27,26.71,1.38,0.0
20220806:1530,695.57,111.09,21.77,56.57,28.3,1.52,0.0
20220806:1630,546.95,212.24,20.44,61.6,29.34,1.72,0.0
20220806:1730,634.31,155.38,21.09,61.47,29.96,1.72,0.0
20220806:1830,599.74,142.87,20.14,56.24,30.69,1.93,0.0
20220806:1930,394.94,138.62,15.11,47.85,31.5,2.34,0.0
20220806:2030,351.9,112.16,14.03,37.92,31.41,2.62,0.0
20220806:2130,201.79,68.25,9.54,27.36,31.3,2.62,0.0
20220806:2230,53.41,45.01,5.36,16.68,30.3,2.28,0.0
20220806:2330,0.0,16.54,0.61,6.25,28.88,1.86,0.0
20220807:0030,0.0,0.0,0.0,-3.85,27.32,1.72,0.0
20220807:0130,0.0,0.0,0.0,0.0,26.06,1.86,0.0
20220807:0230,0.0,0.0,0.0,0.0,25.18,1.93,0.0
20220807:0330,0.0,0.0,0.0,0.0,24.65,1.93,0.0
20220807:0430,0.0,0.0,0.0,0.0,24.15,1.93,0.0
20220807:0530,0.0,0.0,0.0,0.0,23.6,1.86,0.0
20220807:0630,0.0,0.0,0.0,0.0,23.09,1.86,0.0
20220807:0730,0.0,0.0,0.0,0.0,23.2,2.07,0.0
20220807:0830,0.0,0.0,0.0,0.0,22.81,1.93,0.0
20220807:0930,0.0,0.0,0.0,-3.37,22.47,2.0,0.0
20220807:1030,0.0,17.86,0.66,6.54,22.34,2.14,0.0
20220807:1130,50.24,51.86,5.08,17.01,22.89,2.0,0.0
20220807:1230,201.56,82.37,9.81,27.69,24.49,1.86,0.0
20220807:1330,376.11,107.46,14.48,38.22,26.07,2.07,0.0
20220807:1430,327.88,151.87,13.62,48.08,27.44,2.21,0.0
20220807:1530,587.72,143.41,19.74,56.34,28.02,2.28,0.0
20220807:1630,532.29,132.12,17.77,61.34,29.32,2.28,0.0
20220807:1730,534.63,144.89,18.19,61.2,29.7,2.34,0.0
20220807:1830,454.16,127.65,15.85,55.99,29.96,2.28,0.0
20220807:1930,462.22,115.3,16.2,47.62,31.1,2.69,0.0
20220807:2030,279.23,104.42,11.59,37.71,31.42,2.48,0.0
20220807:2130,172.69,94.11,9.26,27.15,31.11,2.21,0.0
20220807:2230,45.68,54.51,5.11,16.48,30.81,2.21,0.0
20220807:2330,0.0,17.16,0.63,6.03,29.46,1.45,0.0
20220808:0030,0.0,0.0,0.0,-4.08,27.67,0.62,0.0
20220808:0130,0.0,0.0,0.0,0.0,26.1,0.41,0.0
20220808:0230,0.0,0.0,0.0,0.0,25.68,0.14,0.0
20220808:0330,0.0,0.0,0.0,0.0,24.9,0.83,0.0
20220808:0430,0.0,0.0,0.0,0.0,24.01,1.17,0.0
20220808:0530,0.0,0.0,0.0,0.0,23.45,1.17,0.0
20220808:0630,0.0,0.0,0.0,0.0,23.2,1.45,0.0
20220808:0730,0.0,0.0,0.0,0.0,22.88,2.0,0.0
20220808:0830,0.0,0.0,0.0,0.0,22.77,1.72,0.0
20220808:0930,0.0,0.0,0.0,-3.56,22.52,0.97,0.0
20220808:1030,0.0,24.07,0.88,6.37,22.22,0.62,0.0
20220808:1130,53.27,58.17,5.45,16.84,22.53,0.62,0.0
20220808:1230,212.25,94.51,10.5,27.52,23.95,1.17,0.0
20220808:1330,400.59,129.87,15.77,38.04,25.81,1.72,0.0
20220808:1430,489.96,165.69,18.26,47.89,27.67,2.21,0.0
20220808:1530,621.37,156.48,20.89,56.11,28.95,2.97,0.0
20220808:1630,737.44,125.62,22.78,61.07,30.13,2.48,0.0
20220808:1730,797.6,128.73,24.42,60.92,31.19,2.55,0.0
20220808:1830,507.21,171.9,18.4,55.73,32.06,2.48,0.0
20220808:1930,373.44,166.11,15.22,47.39,31.44,1.31,0.0
20220808:2030,284.18,136.54,12.64,37.49,31.31,1.79,0.0
20220808:2130,102.96,75.23,6.14,26.94,30.07,2.14,0.0
20220808:2230,32.0,52.97,4.04,16.27,29.06,1.24,0.0
20220808:2330,0.0,20.16,0.74,5.81,28.23,1.1,0.0
20220809:0030,0.0,0.0,0.0,0.0,27.19,1.93,0.0
20220809:0130,0.0,0.0,0.0,0.0,26.34,2.83,0.0
20220809:0230,0.0,0.0,0.0,0.0,24.48,3.17,0.0
20220809:0330,0.0,0.0,0.0,0.0,22.87,2.9,0.0
20220809:0430,0.0,0.0,0.0,0.0,22.57,2.76,0.0
20220809:0530,0.0,0.0,0.0,0.0,22.37,2.41,0.0
20220809:0630,0.0,0.0,0.0,0.0,22.28,2.55,0.0
20220809:0730,0.0,0.0,0.0,0.0,22.61,2.55,0.0
20220809:0830,0.0,0.0,0.0,0.0,22.67,2.9,0.0
20220809:0930,0.0,0.0,0.0,-3.76,22.19,2.76,0.0
20220809:1030,0.0,10.69,0.39,6.19,21.91,1.79,0.0
20220809:1130,3.13,46.6,1.76,16.67,21.67,1.24,0.0
20220809:1230,56.29,71.08,4.31,27.35,21.19,1.72,0.0
20220809:1330,134.51,121.7,7.84,37.87,20.03,1.86,0.0
20220809:1430,248.85,139.33,11.08,47.69,19.4,2.21,0.0
20220809:1530,203.48,177.36,10.89,55.88,19.15,2.28,0.0
20220809:1630,216.44,149.77,10.28,60.79,18.83,2.34,0.0
20220809:1730,150.61,203.45,10.37,60.63,18.55,2.62,0.0
20220809:1830,73.64,153.24,6.94,55.47,18.66,2.76,0.0
20220809:1930,51.63,157.59,6.59,47.15,18.36,2.55,0.0
20220809:2030,145.06,113.24,7.9,37.27,18.13,2.55,0.0
20220809:2130,54.61,67.34,4.16,26.73,18.11,2.48,0.0
20220809:2230,11.31,44.75,2.29,16.05,17.75,2.34,0.0
20220809:2330,0.0,9.98,0.37,5.59,17.53,2.21,0.0
20220810:0030,0.0,0.0,0.0,0.0,17.28,2.0,0.0
20220810:0130,0.0,0.0,0.0,0.0,17.22,1.79,0.0
20220810:0230,0.0,0.0,0.0,0.0,17.26,1.59,0.0
20220810:0330,0.0,0.0,0.0,0.0,17.3,1.38,0.0
20220810:0430,0.0,0.0,0.0,0.0,17.35,1.24,0.0
20220810:0530,0.0,0.0,0.0,0.0,17.35,1.1,0.0
20220810:0630,0.0,0.0,0.0,0.0,17.36,1.1,0.0
20220810:0730,0.0,0.0,0.0,0.0,17.34,0.62,0.0
20220810:0830,0.0,0.0,0.0,0.0,17.44,0.83,0.0
20220810:0930,0.0,0.0,0.0,-3.95,17.4,0.97,0.0
20220810:1030,0.0,11.54,0.42,6.01,17.35,1.03,0.0
20220810:1130,10.98,39.01,1.99,16.5,17.34,1.17,0.0
20220810:1230,76.48,94.52,5.73,27.18,17.53,1.24,0.0
20220810:1330,55.97,136.92,6.12,37.69,18.29,1.38,0.0
20220810:1430,77.13,175.94,7.81,47.49,18.88,1.24,0.0
20220810:1530,68.4,244.23,9.76,55.64,19.51,0.83,0.0
20220810:1630,60.94,235.33,9.28,60.51,20.45,0.62,0.0
20220810:1730,71.56,250.94,10.03,60.34,20.98,0.62,0.0
20220810:1830,2.05,167.04,5.65,55.2,21.38,0.69,0.0
20220810:1930,48.55,197.8,7.82,46.9,20.81,0.69,0.0
20220810:2030,103.16,180.62,8.84,37.04,21.26,0.41,0.0
20220810:2130,127.0,118.35,8.29,26.51,21.57,0.34,0.0
20220810:2230,32.57,65.2,4.47,15.83,21.77,0.34,0.0
20220810:2330,0.0,15.91,0.58,5.36,21.28,0.69,0.0
20220811:0030,0.0,0.0,0.0,0.0,20.64,1.24,0.0
20220811:0130,0.0,0.0,0.0,0.0,19.99,1.59,0.0
20220811:0230,0.0,0.0,0.0,0.0,19.42,1.72,0.0
20220811:0330,0.0,0.0,0.0,0.0,19.0,1.79,0.0
20220811:0430,0.0,0.0,0.0,0.0,18.69,1.79,0.0
20220811:0530,0.0,0.0,0.0,0.0,18.48,1.72,0.0
20220811:0630,0.0,0.0,0.0,0.0,18.29,1.66,0.0
20220811:0730,0.0,0.0,0.0,0.0,17.46,1.86,0.0
20220811:0830,0.0,0.0,0.0,0.0,17.02,1.79,0.0
20220811:0930,0.0,0.0,0.0,-4.14,16.72,1.66,0.0
20220811:1030,0.0,19.38,0.71,5.83,16.45,1.72,0.0
20220811:1130,78.42,45.65,6.41,16.33,16.78,1.38,0.0
20220811:1230,278.67,69.27,11.78,27.01,18.97,1.1,0.0
20220811:1330,421.09,117.82,15.75,37.51,21.03,1.17,0.0
20220811:1430,653.05,103.02,20.65,47.28,22.46,1.03,0.0
20220811:1530,559.2,198.86,20.23,55.4,23.85,1.1,0.0
20220811:1630,439.85,226.21,17.88,60.23,24.52,1.31,0.0
20220811:1730,463.71,149.49,16.29,60.05,24.89,1.52,0.0
20220811:1830,443.56,172.85,16.63,54.93,24.16,2.21,0.0
20220811:1930,302.17,190.06,13.91,46.66,23.79,2.07,0.0
20220811:2030,260.08,95.73,10.57,36.81,22.29,1.38,0.0
20220811:2130,139.72,62.81,6.91,26.28,22.51,0.62,0.0
20220811:2230,34.59,47.64,3.96,15.6,21.33,2.0,0.0
20220811:2330,0.0,9.28,0.34,5.13,19.62,2.0,0.0
20220812:0030,0.0,0.0,0.0,0.0,19.35,1.1,0.0
20220812:0130,0.0,0.0,0.0,0.0,18.88,2.07,0.0
20220812:0230,0.0,0.0,0.0,0.0,18.3,2.41,0.0
20220812:0330,0.0,0.0,0.0,0.0,17.66,2.28,0.0
20220812:0430,0.0,0.0,0.0,0.0,17.17,2.14,0.0
20220812:0530,0.0,0.0,0.0,0.0,16.71,2.14,0.0
20220812:0630,0.0,0.0,0.0,0.0,16.21,2.14,0.0
20220812:0730,0.0,0.0,0.0,0.0,15.53,2.21,0.0
20220812:0830,0.0,0.0,0.0,0.0,15.15,2.14,0.0
20220812:0930,0.0,0.0,0.0,-4.34,14.77,1.93,0.0
20220812:1030,0.0,19.5,0.72,5.65,14.47,1.72,0.0
20220812:1130,70.7,45.42,5.84,16.16,14.84,1.66,0.0
20220812:1230,243.2,85.49,10.97,26.84,15.68,2.41,0.0
20220812:1330,257.37,171.09,12.63,37.33,16.65,2.83,0.0
20220812:1430,264.67,234.98,14.23,47.08,17.32,2.9,0.0
20220812:1530,418.98,225.44,17.44,55.15,18.15,2.9,0.0
20220812:1630,165.7,258.63,12.39,59.95,19.27,2.9,0.0
20220812:1730,214.82,271.88,13.92,59.75,19.0,2.83,0.0
20220812:1830,105.69,211.82,9.56,54.65,19.39,2.97,0.0
20220812:1930,115.72,165.26,8.41,46.4,18.73,2.9,0.0
20220812:2030,83.25,162.75,7.68,36.57,18.56,2.76,0.0
20220812:2130,14.87,81.71,3.24,26.05,18.39,2.76,0.0
20220812:2230,9.25,50.72,2.33,15.37,17.59,2.28,0.0
20220812:2330,0.0,8.42,0.31,4.89,17.1,2.14,0.0
20220813:0030,0.0,0.0,0.0,0.0,16.64,1.72,0.0
20220813:0130,0.0,0.0,0.0,0.0,16.25,1.24,0.0
20220813:0230,0.0,0.0,0.0,0.0,16.11,1.1,0.0
20220813:0330,0.0,0.0,0.0,0.0,16.02,1.17,0.0
20220813:0430,0.0,0.0,0.0,0.0,15.86,1.17,0.0
20220813:0530,0.0,0.0,0.0,0.0,15.74,1.24,0.0
20220813:0630,0.0,0.0,0.0,0.0,15.22,1.24,0.0
20220813:0730,0.0,0.0,0.0,0.0,14.81,1.31,0.0
20220813:0830,0.0,0.0,0.0,0.0,14.67,0.97,0.0
20220813:0930,0.0,0.0,0.0,-4.54,14.45,1.03,0.0
20220813:1030,0.0,16.23,0.6,5.47,13.96,1.31,0.0
20220813:1130,51.7,49.64,4.76,15.98,14.71,1.38,0.0
20220813:1230,149.12,105.35,8.38,26.67,16.51,1.52,0.0
20220813:1330,342.97,113.24,13.24,37.14,17.47,1.93,0.0
20220813:1430,343.92,165.11,14.1,46.87,18.53,2.21,0.0
20220813:1530,402.1,168.34,15.34,54.91,19.16,2.28,0.0
20220813:1630,410.74,244.96,17.61,59.66,19.83,2.34,0.0
20220813:1730,606.87,194.01,20.92,59.44,20.52,2.34,0.0
20220813:1830,258.88,217.46,13.33,54.36,21.52,2.41,0.0
20220813:1930,134.79,209.14,10.25,46.14,21.76,2.21,0.0
20220813:2030,167.14,186.05,10.64,36.33,21.52,2.14,0.0
20220813:2130,136.93,109.63,8.22,25.82,21.32,2.0,0.0
20220813:2230,53.35,46.21,5.14,15.14,20.94,1.66,0.0
20220813:2330,0.0,13.46,0.49,4.65,20.06,1.1,0.0
