time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220711:2030,456.62,80.33,18.02,41.43,28.81,3.31,0.0
20220711:2130,260.32,63.77,13.18,30.77,29.08,3.52,0.0
20220711:2230,71.81,42.62,8.07,20.16,28.76,3.03,0.0
20220711:2330,0.0,30.31,1.11,9.91,27.45,2.48,0.0
20220712:0030,0.0,4.52,0.17,0.26,25.39,2.48,0.0
20220712:0130,0.0,0.0,0.0,0.0,23.76,2.55,0.0
20220712:0230,0.0,0.0,0.0,0.0,22.74,2.62,0.0
20220712:0330,0.0,0.0,0.0,0.0,21.99,2.69,0.0
20220712:0430,0.0,0.0,0.0,0.0,21.39,2.83,0.0
20220712:0530,0.0,0.0,0.0,0.0,21.22,3.1,0.0
20220712:0630,0.0,0.0,0.0,0.0,21.27,3.31,0.0
20220712:0730,0.0,0.0,0.0,0.0,21.41,3.52,0.0
20220712:0830,0.0,0.0,0.0,0.0,21.49,3.59,0.0
20220712:0930,0.0,3.82,0.14,0.81,21.2,3.59,0.0
20220712:1030,0.0,19.58,0.72,10.44,20.03,3.66,0.0
20220712:1130,7.87,81.34,3.39,20.73,19.42,3.72,0.0
20220712:1230,29.57,123.38,5.34,31.35,20.04,3.72,0.0
20220712:1330,162.47,197.15,11.75,42.0,20.25,3.86,0.0
20220712:1430,270.31,162.04,13.26,52.21,21.04,3.93,0.0
20220712:1530,326.53,238.76,16.75,61.1,22.39,4.14,0.0
20220712:1630,405.19,176.34,16.83,66.75,24.26,5.93,0.0
20220712:1730,366.11,245.45,17.83,66.55,25.29,4.69,0.0
20220712:1830,411.38,137.7,16.12,60.63,25.68,4.55,0.0
20220712:1930,438.6,151.31,17.97,51.62,25.3,4.21,0.0
20220712:2030,386.18,93.48,15.98,41.37,26.87,4.0,0.0
20220712:2130,188.05,67.57,10.17,30.71,27.57,4.0,0.0
20220712:2230,39.13,51.64,5.31,20.09,25.59,2.9,0.0
20220712:2330,0.0,27.93,1.03,9.84,23.91,2.62,0.0
20220713:0030,0.0,3.2,0.12,0.17,22.56,2.14,0.0
20220713:0130,0.0,0.0,0.0,0.0,21.38,1.52,0.0
20220713:0230,0.0,0.0,0.0,0.0,20.66,1.52,0.0
20220713:0330,0.0,0.0,0.0,0.0,19.9,1.72,0.0
20220713:0430,0.0,0.0,0.0,0.0,18.98,1.59,0.0
20220713:0530,0.0,0.0,0.0,0.0,18.5,1.17,0.0
20220713:0630,0.0,0.0,0.0,0.0,17.94,1.1,0.0
20220713:0730,0.0,0.0,0.0,0.0,17.91,1.31,0.0
20220713:0830,0.0,0.0,0.0,0.0,17.1,1.03,0.0
20220713:0930,0.0,5.46,0.2,0.69,16.56,0.76,0.0
20220713:1030,0.0,33.43,1.23,10.33,16.34,0.69,0.0
20220713:1130,59.91,58.36,6.97,20.61,17.14,0.48,0.0
20220713:1230,241.54,80.03,12.62,31.24,19.06,1.66,0.0
20220713:1330,382.58,121.53,16.57,41.89,20.3,2.0,0.0
20220713:1430,505.93,131.06,19.29,52.09,21.41,2.07,0.0
20220713:1530,483.18,161.54,18.79,60.96,22.4,2.0,0.0
20220713:1630,563.47,160.87,20.7,66.61,23.09,1.93,0.0
20220713:1730,434.52,182.08,17.78,66.42,23.89,1.86,0.0
20220713:1830,507.39,175.62,19.91,60.53,23.95,1.72,0.0
20220713:1930,352.09,189.4,16.5,51.54,25.31,1.66,0.0
20220713:2030,261.8,134.59,13.05,41.3,25.28,1.38,0.0
20220713:2130,177.64,73.71,9.9,30.64,25.17,1.52,0.0
20220713:2230,50.26,62.9,6.73,20.02,24.56,1.59,0.0
20220713:2330,0.0,32.65,1.2,9.76,23.54,1.66,0.0
20220714:0030,0.0,3.43,0.13,0.08,21.96,1.66,0.0
20220714:0130,0.0,0.0,0.0,0.0,20.78,1.52,0.0
20220714:0230,0.0,0.0,0.0,0.0,19.99,1.24,0.0
20220714:0330,0.0,0.0,0.0,0.0,19.13,1.1,0.0
20220714:0430,0.0,0.0,0.0,0.0,18.7,0.97,0.0
20220714:0530,0.0,0.0,0.0,0.0,19.0,0.21,0.0
20220714:0630,0.0,0.0,0.0,0.0,18.18,0.41,0.0
20220714:0730,0.0,0.0,0.0,0.0,17.99,0.34,0.0
20220714:0830,0.0,0.0,0.0,0.0,17.4,0.76,0.0
20220714:0930,0.0,3.71,0.14,0.56,17.11,1.1,0.0
20220714:1030,0.0,26.41,0.97,10.2,16.67,1.1,0.0
20220714:1130,8.2,51.6,2.4,20.5,16.77,0.97,0.0
20220714:1230,58.66,99.03,5.7,31.13,16.87,0.69,0.0
20220714:1330,107.89,124.76,7.65,41.77,17.39,0.48,0.0
20220714:1430,422.25,172.27,17.98,51.97,18.11,0.28,0.0
20220714:1530,588.19,148.39,21.35,60.82,20.17,0.41,0.0
20220714:1630,544.94,193.07,21.08,66.46,21.79,0.83,0.0
20220714:1730,584.07,197.17,22.28,66.29,22.83,1.31,0.0
20220714:1830,538.43,193.7,21.27,60.42,23.51,1.66,0.0
20220714:1930,484.59,127.27,18.56,51.46,23.0,2.76,0.0
20220714:2030,304.28,100.18,13.36,41.22,22.25,3.17,0.0
20220714:2130,163.17,82.21,9.54,30.57,21.58,2.55,0.0
20220714:2230,60.51,43.33,6.87,19.95,21.21,2.14,0.0
20220714:2330,0.0,28.16,1.04,9.68,20.86,1.93,0.0
20220715:0030,0.0,0.0,0.0,-0.02,20.0,1.52,0.0
20220715:0130,0.0,0.0,0.0,0.0,18.92,1.38,0.0
20220715:0230,0.0,0.0,0.0,0.0,18.23,1.17,0.0
20220715:0330,0.0,0.0,0.0,0.0,17.29,1.03,0.0
20220715:0430,0.0,0.0,0.0,0.0,16.8,0.97,0.0
20220715:0530,0.0,0.0,0.0,0.0,16.52,0.9,0.0
20220715:0630,0.0,0.0,0.0,0.0,16.19,0.83,0.0
20220715:0730,0.0,0.0,0.0,0.0,14.17,1.17,0.0
20220715:0830,0.0,0.0,0.0,0.0,13.63,1.24,0.0
20220715:0930,0.0,5.27,0.19,0.43,13.37,1.24,0.0
20220715:1030,0.0,34.6,1.27,10.08,13.24,1.31,0.0
20220715:1130,79.28,50.27,8.27,20.38,15.06,0.55,0.0
20220715:1230,271.16,70.67,13.47,31.01,17.98,0.34,0.0
20220715:1330,477.39,84.63,18.52,41.65,20.26,0.76,0.0
20220715:1430,514.67,117.94,19.09,51.84,21.99,1.59,0.0
20220715:1530,655.97,122.51,22.5,60.68,22.88,1.72,0.0
20220715:1630,683.26,118.01,22.75,66.3,23.9,1.52,0.0
20220715:1730,634.18,164.77,22.7,66.15,24.6,1.45,0.0
20220715:1830,529.6,185.03,20.72,60.31,25.22,1.59,0.0
20220715:1930,376.76,134.22,15.51,51.37,25.7,1.72,0.0
20220715:2030,220.67,141.14,11.85,41.14,25.53,1.79,0.0
20220715:2130,67.62,99.14,6.1,30.49,25.29,1.52,0.0
20220715:2230,43.57,69.53,6.28,19.87,24.47,0.41,0.0
20220715:2330,0.0,30.5,1.12,9.59,23.82,0.28,0.0
20220716:0030,0.0,0.0,0.0,-0.12,22.55,0.83,0.0
20220716:0130,0.0,0.0,0.0,0.0,20.67,0.83,0.0
20220716:0230,0.0,0.0,0.0,0.0,19.63,0.83,0.0
20220716:0330,0.0,0.0,0.0,0.0,18.43,1.1,0.0
20220716:0430,0.0,0.0,0.0,0.0,17.75,1.24,0.0
20220716:0530,0.0,0.0,0.0,0.0,17.68,1.59,0.0
20220716:0630,0.0,0.0,0.0,0.0,16.89,1.59,0.0
20220716:0730,0.0,0.0,0.0,0.0,17.41,1.79,0.0
20220716:0830,0.0,0.0,0.0,0.0,17.31,1.93,0.0
20220716:0930,0.0,6.01,0.22,0.29,17.12,2.0,0.0
20220716:1030,0.0,55.11,2.03,9.95,17.09,1.93,0.0
20220716:1130,8.11,135.91,5.26,20.25,17.74,1.66,0.0
20220716:1230,80.4,190.14,9.57,30.89,19.4,1.24,0.0
20220716:1330,283.1,218.76,16.19,41.53,21.77,1.52,0.0
20220716:1430,529.65,178.45,21.25,51.71,23.93,1.86,0.0
20220716:1530,551.78,144.33,20.11,60.54,25.65,2.07,0.0
20220716:1630,563.74,193.21,21.52,66.14,26.15,2.07,0.0
20220716:1730,309.74,272.23,17.05,66.0,27.27,2.34,0.0
20220716:1830,443.83,186.91,18.34,60.19,27.59,2.21,0.0
20220716:1930,314.9,191.53,15.38,51.27,27.59,2.62,0.0
20220716:2030,170.85,155.26,10.65,41.05,27.66,2.55,0.0
20220716:2130,69.64,167.83,8.45,30.41,27.43,2.28,0.0
20220716:2230,32.76,75.42,5.48,19.78,27.16,1.79,0.0
20220716:2330,0.0,34.28,1.26,9.5,26.02,1.66,0.0
20220717:0030,0.0,0.0,0.0,-0.24,24.44,1.79,0.0
20220717:0130,0.0,0.0,0.0,0.0,22.88,1.59,0.0
20220717:0230,0.0,0.0,0.0,0.0,21.5,1.24,0.0
20220717:0330,0.0,0.0,0.0,0.0,20.49,1.31,0.0
20220717:0430,0.0,0.0,0.0,0.0,19.62,1.52,0.0
20220717:0530,0.0,0.0,0.0,0.0,18.97,1.66,0.0
20220717:0630,0.0,0.0,0.0,0.0,18.54,1.79,0.0
20220717:0730,0.0,0.0,0.0,0.0,18.24,1.79,0.0
20220717:0830,0.0,0.0,0.0,0.0,17.93,1.86,0.0
20220717:0930,0.0,4.64,0.17,0.15,17.38,1.86,0.0
20220717:1030,0.0,30.42,1.12,9.82,17.15,1.72,0.0
20220717:1130,80.74,45.26,8.14,20.13,17.99,1.24,0.0
20220717:1230,271.67,67.78,13.3,30.76,20.88,1.24,0.0
20220717:1330,443.59,88.53,17.41,41.4,23.31,1.03,0.0
20220717:1430,638.75,99.58,22.19,51.57,25.32,0.69,0.0
20220717:1530,737.06,112.04,24.42,60.39,27.24,0.83,0.0
20220717:1630,786.98,124.92,25.74,65.98,28.47,0.83,0.0
20220717:1730,776.45,115.78,25.2,65.84,29.3,0.83,0.0
20220717:1830,629.84,139.09,22.15,60.06,29.99,0.76,0.0
20220717:1930,460.93,127.95,17.74,51.17,29.92,1.1,0.0
20220717:2030,378.88,99.45,15.68,40.96,29.8,1.17,0.0
20220717:2130,201.67,83.74,11.08,30.32,29.82,1.03,0.0
20220717:2230,61.23,47.49,6.95,19.69,29.32,0.62,0.0
20220717:2330,0.0,29.76,1.09,9.4,27.41,0.07,0.0
20220718:0030,0.0,0.0,0.0,-0.35,25.75,0.41,0.0
20220718:0130,0.0,0.0,0.0,0.0,24.04,0.69,0.0
20220718:0230,0.0,0.0,0.0,0.0,23.46,1.24,0.0
20220718:0330,0.0,0.0,0.0,0.0,22.41,1.59,0.0
20220718:0430,0.0,0.0,0.0,0.0,21.36,1.59,0.0
20220718:0530,0.0,0.0,0.0,0.0,20.61,1.66,0.0
20220718:0630,0.0,0.0,0.0,0.0,20.18,1.79,0.0
20220718:0730,0.0,0.0,0.0,0.0,20.32,2.34,0.0
20220718:0830,0.0,0.0,0.0,0.0,19.98,2.34,0.0
20220718:0930,0.0,5.5,0.2,0.01,19.79,2.34,0.0
20220718:1030,0.0,49.92,1.84,9.69,19.74,2.28,0.0
20220718:1130,4.88,123.25,4.55,20.0,20.52,2.07,0.0
20220718:1230,54.24,192.09,8.57,30.64,22.02,1.93,0.0
20220718:1330,98.4,238.99,11.0,41.27,23.96,2.28,0.0
20220718:1430,16.4,206.9,7.39,51.44,25.36,2.62,0.0
20220718:1530,0.5,123.43,4.15,60.23,25.04,2.48,0.0
20220718:1630,0.0,68.12,2.28,65.8,23.54,1.86,0.0
20220718:1730,0.0,75.57,2.53,65.68,21.52,1.66,0.0
20220718:1830,0.0,62.05,2.08,59.93,21.2,1.86,0.0
20220718:1930,0.0,47.5,1.59,51.06,21.26,2.28,0.0
20220718:2030,0.04,33.12,1.11,40.86,21.13,2.97,0.0
20220718:2130,0.11,42.75,1.44,30.22,20.84,3.24,0.0
20220718:2230,0.03,30.51,1.03,19.59,20.9,3.72,0.0
20220718:2330,0.0,11.82,0.43,9.29,21.21,3.86,0.0
20220719:0030,0.0,0.0,0.0,-0.47,21.47,3.59,0.0
20220719:0130,0.0,0.0,0.0,0.0,21.51,3.31,0.0
20220719:0230,0.0,0.0,0.0,0.0,21.33,3.24,0.0
20220719:0330,0.0,0.0,0.0,0.0,21.0,2.97,0.0
20220719:0430,0.0,0.0,0.0,0.0,20.67,2.34,0.0
20220719:0530,0.0,0.0,0.0,0.0,20.37,2.14,0.0
20220719:0630,0.0,0.0,0.0,0.0,20.23,2.21,0.0
20220719:0730,0.0,0.0,0.0,0.0,20.03,2.76,0.0
20220719:0830,0.0,0.0,0.0,0.0,19.65,3.66,0.0
20220719:0930,0.0,0.0,0.0,-0.14,19.32,3.38,0.0
20220719:1030,0.0,35.81,1.32,9.55,19.02,2.07,0.0
20220719:1130,67.36,57.1,7.43,19.87,19.43,0.69,0.0
20220719:1230,216.57,92.17,11.76,30.51,20.68,0.62,0.0
20220719:1330,372.4,139.15,16.51,41.14,22.14,1.38,0.0
20220719:1430,451.33,170.66,18.58,51.3,23.6,2.28,0.0
20220719:1530,586.65,187.11,22.17,60.07,24.79,2.9,0.0
20220719:1630,668.49,207.94,24.65,65.63,25.97,3.24,0.0
20220719:1730,569.03,162.96,20.67,65.51,27.14,3.1,0.0
20220719:1830,628.49,160.56,22.61,59.79,27.31,3.24,0.0
20220719:1930,538.39,141.17,20.32,50.94,28.22,3.59,0.0
20220719:2030,340.9,120.85,14.99,40.76,28.26,3.38,0.0
20220719:2130,119.38,81.67,7.56,30.12,27.09,2.55,0.0
20220719:2230,49.91,45.28,5.78,19.48,26.07,2.0,0.0
20220719:2330,0.0,25.0,0.92,9.18,25.11,2.0,0.0
20220720:0030,0.0,0.0,0.0,-0.6,23.92,1.66,0.0
20220720:0130,0.0,0.0,0.0,0.0,23.05,1.38,0.0
20220720:0230,0.0,0.0,0.0,0.0,22.16,0.97,0.0
20220720:0330,0.0,0.0,0.0,0.0,21.45,1.24,0.0
20220720:0430,0.0,0.0,0.0,0.0,20.76,1.52,0.0
20220720:0530,0.0,0.0,0.0,0.0,20.03,1.52,0.0
20220720:0630,0.0,0.0,0.0,0.0,19.56,1.52,0.0
20220720:0730,0.0,0.0,0.0,0.0,19.73,1.66,0.0
20220720:0830,0.0,0.0,0.0,0.0,19.41,1.45,0.0
20220720:0930,0.0,0.0,0.0,-0.28,19.13,1.24,0.0
20220720:1030,0.0,31.75,1.17,9.41,18.79,1.1,0.0
20220720:1130,67.77,52.07,7.23,19.74,20.31,0.48,0.0
20220720:1230,208.51,89.94,11.32,30.38,22.3,0.48,0.0
20220720:1330,327.88,131.01,14.77,41.01,23.96,0.83,0.0
20220720:1430,431.84,163.75,17.76,51.15,24.9,1.52,0.0
20220720:1530,556.13,171.34,20.82,59.91,25.96,1.59,0.0
20220720:1630,743.3,120.53,24.22,65.44,27.03,1.17,0.0
20220720:1730,765.51,120.59,24.85,65.34,28.14,0.83,0.0
20220720:1830,631.21,137.9,21.99,59.65,28.99,0.76,0.0
20220720:1930,478.17,147.21,18.66,50.82,30.31,1.59,0.0
20220720:2030,318.04,142.87,14.87,40.65,29.99,1.93,0.0
20220720:2130,185.66,91.82,10.55,30.01,29.38,1.86,0.0
20220720:2230,65.02,50.87,7.27,19.38,28.39,1.59,0.0
20220720:2330,0.0,29.02,1.07,9.07,27.79,1.79,0.0
20220721:0030,0.0,0.0,0.0,-0.73,26.57,2.21,0.0
20220721:0130,0.0,0.0,0.0,0.0,25.59,2.41,0.0
20220721:0230,0.0,0.0,0.0,0.0,25.09,2.55,0.0
20220721:0330,0.0,0.0,0.0,0.0,24.61,2.62,0.0
20220721:0430,0.0,0.0,0.0,0.0,24.15,2.69,0.0
20220721:0530,0.0,0.0,0.0,0.0,23.85,2.76,0.0
20220721:0630,0.0,0.0,0.0,0.0,23.63,2.76,0.0
20220721:0730,0.0,0.0,0.0,0.0,23.49,2.9,0.0
20220721:0830,0.0,0.0,0.0,0.0,23.37,3.03,0.0
20220721:0930,0.0,0.0,0.0,-0.43,23.14,3.03,0.0
20220721:1030,0.0,36.62,1.35,9.27,22.83,2.97,0.0
20220721:1130,42.99,87.76,6.49,19.6,23.27,2.9,0.0
20220721:1230,239.77,76.33,12.09,30.25,24.39,2.62,0.0
20220721:1330,289.82,145.71,13.96,40.87,25.73,3.17,0.0
20220721:1430,362.11,167.98,15.83,51.01,26.31,3.38,0.0
20220721:1530,438.72,196.7,18.28,59.74,26.92,3.79,0.0
20220721:1630,318.9,214.15,15.39,65.26,26.59,3.59,0.0
20220721:1730,501.57,192.84,19.61,65.16,27.2,2.9,0.0
20220721:1830,521.2,162.5,19.57,59.5,28.03,3.45,0.0
20220721:1930,520.08,134.64,19.47,50.69,28.41,2.9,0.0
20220721:2030,337.66,96.69,14.05,40.54,29.27,3.1,0.0
20220721:2130,150.45,86.47,8.91,29.9,26.05,2.34,0.0
20220721:2230,47.82,48.67,5.65,19.26,25.91,2.21,0.0
20220721:2330,0.0,26.33,0.97,8.94,25.5,2.28,0.0
20220722:0030,0.0,0.0,0.0,-0.87,24.67,2.21,0.0
20220722:0130,0.0,0.0,0.0,0.0,23.71,2.21,0.0
20220722:0230,0.0,0.0,0.0,0.0,22.87,2.14,0.0
20220722:0330,0.0,0.0,0.0,0.0,22.19,1.93,0.0
20220722:0430,0.0,0.0,0.0,0.0,21.69,1.66,0.0
20220722:0530,0.0,0.0,0.0,0.0,21.11,1.59,0.0
20220722:0630,0.0,0.0,0.0,0.0,20.61,1.52,0.0
20220722:0730,0.0,0.0,0.0,0.0,20.07,1.72,0.0
20220722:0830,0.0,0.0,0.0,0.0,19.56,1.72,0.0
20220722:0930,0.0,0.0,0.0,-0.59,19.1,1.86,0.0
20220722:1030,0.0,29.84,1.1,9.12,18.81,1.93,0.0
20220722:1130,80.94,44.54,7.95,19.46,19.65,1.66,0.0
20220722:1230,274.15,67.94,13.14,30.11,21.6,1.79,0.0
20220722:1330,473.98,84.05,17.99,40.74,23.57,2.0,0.0
20220722:1430,624.4,98.2,21.41,50.86,25.34,2.14,0.0
20220722:1530,560.34,169.88,20.79,59.57,26.81,2.34,0.0
20220722:1630,445.77,214.59,18.71,65.06,27.6,3.1,0.0
20220722:1730,460.01,184.9,18.23,64.97,27.98,2.83,0.0
20220722:1830,617.38,119.6,20.97,59.34,28.48,2.9,0.0
20220722:1930,528.92,128.9,19.51,50.56,29.05,2.76,0.0
20220722:2030,462.19,83.01,17.64,40.42,29.13,2.62,0.0
20220722:2130,260.52,69.97,12.77,29.78,28.99,2.34,0.0
20220722:2230,75.9,42.34,7.76,19.14,28.28,1.45,0.0
20220722:2330,0.0,25.63,0.94,8.82,27.22,0.69,0.0
20220723:0030,0.0,0.0,0.0,-1.02,27.01,0.48,0.0
20220723:0130,0.0,0.0,0.0,0.0,24.67,0.9,0.0
20220723:0230,0.0,0.0,0.0,0.0,23.41,1.03,0.0
20220723:0330,0.0,0.0,0.0,0.0,22.72,1.03,0.0
20220723:0430,0.0,0.0,0.0,0.0,21.22,1.31,0.0
20220723:0530,0.0,0.0,0.0,0.0,20.31,1.59,0.0
20220723:0630,0.0,0.0,0.0,0.0,19.71,1.59,0.0
20220723:0730,0.0,0.0,0.0,0.0,19.95,1.93,0.0
20220723:0830,0.0,0.0,0.0,0.0,19.55,1.93,0.0
20220723:0930,0.0,0.0,0.0,-0.74,19.27,1.93,0.0
20220723:1030,0.0,29.14,1.07,8.98,19.04,2.0,0.0
20220723:1130,80.19,44.36,7.83,19.32,19.96,1.72,0.0
20220723:1230,254.65,79.41,12.68,29.98,22.22,1.72,0.0
20220723:1330,471.91,86.1,17.91,40.6,24.32,2.14,0.0
20220723:1430,640.91,95.72,21.76,50.7,26.28,2.34,0.0
20220723:1530,730.62,107.31,23.73,59.4,27.89,2.41,0.0
20220723:1630,710.66,120.9,23.15,64.87,28.99,2.55,0.0
20220723:1730,600.87,172.72,21.61,64.78,29.69,2.69,0.0
20220723:1830,417.28,154.01,16.37,59.18,30.12,2.9,0.0
20220723:1930,368.68,177.08,16.23,50.42,30.07,3.45,0.0
20220723:2030,404.23,100.77,16.22,40.29,29.97,2.97,0.0
20220723:2130,165.83,104.43,10.04,29.66,30.25,2.9,0.0
20220723:2230,46.2,58.59,5.81,19.01,29.26,1.86,0.0
20220723:2330,0.0,27.65,1.02,8.68,27.59,1.1,0.0
20220724:0030,0.0,0.0,0.0,-1.17,26.35,1.79,0.0
20220724:0130,0.0,0.0,0.0,0.0,25.32,2.0,0.0
20220724:0230,0.0,0.0,0.0,0.0,24.35,2.21,0.0
20220724:0330,0.0,0.0,0.0,0.0,23.35,2.0,0.0
20220724:0430,0.0,0.0,0.0,0.0,22.51,1.86,0.0
20220724:0530,0.0,0.0,0.0,0.0,21.85,1.79,0.0
20220724:0630,0.0,0.0,0.0,0.0,21.35,1.86,0.0
20220724:0730,0.0,0.0,0.0,0.0,21.36,2.07,0.0
20220724:0830,0.0,0.0,0.0,0.0,21.09,2.07,0.0
20220724:0930,0.0,0.0,0.0,-0.9,20.87,2.0,0.0
20220724:1030,0.0,31.01,1.14,8.83,20.64,1.93,0.0
20220724:1130,55.84,68.4,6.74,19.18,21.36,1.72,0.0
20220724:1230,172.21,110.96,10.39,29.84,23.18,1.59,0.0
20220724:1330,294.89,155.55,14.29,40.45,24.81,1.93,0.0
20220724:1430,431.86,208.19,18.87,50.55,26.43,2.14,0.0
20220724:1530,534.91,255.46,22.42,59.22,28.03,2.62,0.0
20220724:1630,609.83,228.09,23.34,64.66,29.29,3.17,0.0
20220724:1730,499.64,231.79,20.54,64.58,30.11,3.93,0.0
20220724:1830,621.17,148.69,21.78,59.01,30.32,3.79,0.0
20220724:1930,206.0,165.7,11.26,50.28,30.93,4.0,0.0
20220724:2030,172.91,143.91,10.15,40.16,29.85,3.66,0.0
20220724:2130,103.53,108.61,7.68,29.53,29.38,4.07,0.0
20220724:2230,13.78,59.53,3.12,18.88,28.84,4.14,0.0
20220724:2330,0.0,26.91,0.99,8.54,27.75,3.66,0.0
20220725:0030,0.0,0.0,0.0,-1.32,27.15,3.66,0.0
20220725:0130,0.0,0.0,0.0,0.0,26.4,3.59,0.0
20220725:0230,0.0,0.0,0.0,0.0,25.66,3.24,0.0
20220725:0330,0.0,0.0,0.0,0.0,25.41,3.24,0.0
20220725:0430,0.0,0.0,0.0,0.0,24.96,3.31,0.0
20220725:0530,0.0,0.0,0.0,0.0,24.61,3.45,0.0
20220725:0630,0.0,0.0,0.0,0.0,24.4,3.31,0.0
20220725:0730,0.0,0.0,0.0,0.0,23.54,3.59,0.0
20220725:0830,0.0,0.0,0.0,0.0,23.37,3.38,0.0
20220725:0930,0.0,0.0,0.0,-1.07,23.0,3.17,0.0
20220725:1030,0.0,15.33,0.56,8.68,22.13,2.83,0.0
20220725:1130,4.51,42.87,1.78,19.04,20.27,2.34,0.0
20220725:1230,12.22,71.23,2.86,29.69,20.53,3.03,0.0
20220725:1330,0.62,13.44,0.47,40.31,20.96,2.41,0.0
20220725:1430,36.8,139.34,5.69,50.39,21.0,1.52,0.0
20220725:1530,637.35,131.46,21.66,59.04,22.52,1.59,0.0
20220725:1630,667.53,158.92,22.9,64.46,24.79,2.55,0.0
20220725:1730,658.41,196.06,23.69,64.37,25.9,3.03,0.0
20220725:1830,617.23,125.1,20.94,58.83,26.34,3.38,0.0
20220725:1930,465.95,127.96,17.48,50.12,26.11,3.66,0.0
20220725:2030,278.61,115.22,12.54,40.02,25.55,3.72,0.0
20220725:2130,197.65,65.05,9.92,29.4,24.69,3.17,0.0
20220725:2230,42.12,50.12,5.09,18.75,23.97,2.55,0.0
20220725:2330,0.0,23.6,0.87,8.4,22.76,2.07,0.0
20220726:0030,0.0,0.0,0.0,-1.48,21.77,1.72,0.0
20220726:0130,0.0,0.0,0.0,0.0,20.8,1.31,0.0
20220726:0230,0.0,0.0,0.0,0.0,20.13,1.1,0.0
20220726:0330,0.0,0.0,0.0,0.0,19.83,1.1,0.0
20220726:0430,0.0,0.0,0.0,0.0,19.42,1.17,0.0
20220726:0530,0.0,0.0,0.0,0.0,18.62,1.24,0.0
20220726:0630,0.0,0.0,0.0,0.0,18.28,1.24,0.0
20220726:0730,0.0,0.0,0.0,0.0,17.71,1.66,0.0
20220726:0830,0.0,0.0,0.0,0.0,17.43,1.45,0.0
20220726:0930,0.0,0.0,0.0,-1.23,17.24,1.31,0.0
20220726:1030,0.0,29.8,1.1,8.53,16.85,1.17,0.0
20220726:1130,65.76,56.44,7.01,18.89,17.26,0.97,0.0
20220726:1230,235.11,81.19,11.79,29.55,18.57,1.31,0.0
20220726:1330,342.8,106.88,14.22,40.16,19.62,1.52,0.0
20220726:1430,386.77,216.5,17.74,50.23,20.36,1.72,0.0
20220726:1530,342.63,269.93,17.68,58.85,21.35,1.86,0.0
20220726:1630,164.99,299.24,14.0,64.24,22.08,2.0,0.0
20220726:1730,74.85,291.63,11.57,64.16,22.16,2.07,0.0
20220726:1830,218.25,314.34,15.88,58.65,22.19,1.72,0.0
20220726:1930,236.64,233.54,14.15,49.97,23.02,2.21,0.0
20220726:2030,149.43,164.86,10.04,39.87,23.3,2.21,0.0
20220726:2130,53.53,128.58,6.36,29.26,23.15,1.86,0.0
20220726:2230,24.19,57.47,3.87,18.6,22.6,1.24,0.0
20220726:2330,0.0,24.46,0.9,8.25,22.03,1.45,0.0
20220727:0030,0.0,0.0,0.0,-1.65,21.25,1.52,0.0
20220727:0130,0.0,0.0,0.0,0.0,20.19,1.38,0.0
20220727:0230,0.0,0.0,0.0,0.0,18.83,1.24,0.0
20220727:0330,0.0,0.0,0.0,0.0,17.98,1.24,0.0
20220727:0430,0.0,0.0,0.0,0.0,17.31,1.24,0.0
20220727:0530,0.0,0.0,0.0,0.0,16.65,1.38,0.0
20220727:0630,0.0,0.0,0.0,0.0,16.14,1.52,0.0
20220727:0730,0.0,0.0,0.0,0.0,15.76,1.52,0.0
20220727:0830,0.0,0.0,0.0,0.0,15.86,1.72,0.0
20220727:0930,0.0,0.0,0.0,-1.4,15.45,1.66,0.0
20220727:1030,0.0,28.55,1.05,8.37,15.26,1.59,0.0
20220727:1130,78.08,46.96,7.56,18.74,15.94,1.1,0.0
20220727:1230,275.64,67.75,12.88,29.41,18.52,0.83,0.0
20220727:1330,474.11,87.63,17.75,40.01,20.34,0.9,0.0
20220727:1430,622.52,120.11,21.62,50.06,21.78,0.9,0.0
20220727:1530,677.09,165.8,23.58,58.66,23.05,0.9,0.0
20220727:1630,710.56,195.78,24.94,64.03,24.13,1.03,0.0
20220727:1730,478.63,311.43,22.13,63.95,24.99,1.17,0.0
20220727:1830,121.3,297.77,12.94,58.46,25.48,1.24,0.0
20220727:1930,229.85,284.44,15.5,49.8,25.06,0.97,0.0
20220727:2030,171.37,227.74,12.66,39.72,25.57,0.83,0.0
20220727:2130,89.33,154.84,8.57,29.11,25.66,0.76,0.0
20220727:2230,50.01,63.5,6.16,18.46,24.91,0.41,0.0
20220727:2330,0.0,27.22,1.0,8.09,24.07,0.62,0.0
20220728:0030,0.0,0.0,0.0,-1.82,23.19,0.76,0.0
20220728:0130,0.0,0.0,0.0,0.0,21.98,1.1,0.0
20220728:0230,0.0,0.0,0.0,0.0,20.89,1.38,0.0
20220728:0330,0.0,0.0,0.0,0.0,19.97,1.45,0.0
20220728:0430,0.0,0.0,0.0,0.0,19.2,1.52,0.0
20220728:0530,0.0,0.0,0.0,0.0,19.19,1.79,0.0
20220728:0630,0.0,0.0,0.0,0.0,18.63,1.86,0.0
20220728:0730,0.0,0.0,0.0,0.0,17.94,2.14,0.0
20220728:0830,0.0,0.0,0.0,0.0,17.9,2.0,0.0
20220728:0930,0.0,0.0,0.0,-1.57,17.85,1.93,0.0
